Id;Disc_id;Paragraph
360654;2;The role of religious beliefs in shaping perceptions and consequently decisions need not be over emphasized. Religious beliefs have the potential of diluting community perceptions on a given phenomenon. The boycott of the polio vaccination programme in some parts of Nigeria was partly because of the belief that the vaccine could be contaminated with anti-fertility, HIV and cancerous agents. This was mainly a concern held by Muslim clerics in Muslim-dominated states and by the Supreme Council for Sharia in Nigeria (SCSN) [12]. Unlike the Nigerian incident, this study revealed a contrary position; religious beliefs that could serve as a potential barrier to the acceptance of a malaria vaccine were virtually unknown in the study area, not even among religious leaders. Religious leaders could therefore be a conduit for a mass introduction of malaria vaccines. In this study there was a community belief children should not be seen until they are more than a month old. In a recent study in Mozambique it was reported that a common taboo among some communities was that a newborn should have limited exposure to adults with  hot bodies  and  hot blood  [24]. The belief about exposure of newborns was not limited to adults only, as reported in the Mozambique study. This belief however is unlikely to affect the administration and coverage of new vaccines, such as malaria vaccines, since some known childhood immunizations such as OPV are given within the first month of life and their coverages are high. Women who deliver carry their children to immunization points for such immunization schedules.
360654;3;The contribution of the environment is key when chronicling factors that contribute to the breeding of mosquitoes. Recent evidence in Tanzania showed that most vector control measures target life-threatening mosquitoes through the use of chemicals belonging to the pyrethroid class; however resistance of mosquito populations to the pyrethroid class of chemicals is increasing dramatically [23]. Community members recognized the role the environment plays in the breeding of mosquitoes. They recognized challenges to malaria vector control, especially when there is growing resistance to available insecticides by mosquitoes. They will therefore welcome a vaccine as one of the ways of surmounting this problem.
360654;4;The popularity of vaccines against tuberculosis, measles and poliomyelitis compared to hepatitis B and Haemophilus influenza type B vaccines is because the former vaccines have been in existence over several years compared to the latter. Similar experience was found among Hong Kong Chinese adults, where insufficient awareness of hepatitis B infection was observed. The poor knowledge of this infection may have resulted from the poor knowledge of the universal neonatal and adult hepatitis B vaccination [25]. Health managers and professionals should be aware of the results of this study and revamp their effort towards education on the relatively new vaccines.
360628;1;What is the most appropriate regulatory agency, given the overlap between pharmaceuticals (drug), vector control, and indirect impact on malaria? The proposed use of the drug ivermectin to reduce malaria transmission by its mosquito-killing effect implies the mass administration of the drug to humans; hence, regulatory approval should come from the drug section of a human health agency. The FDA Center for Biologics has been conceptually supportive of a transmission-blocking vaccine. Moreover, it has stated that it could rule on products not primarily intended to be marketed in the United States. It would also rule on products that would have a community effect leading to delayed personal benefit, a key obstacle for licensure for transmission-blocking vaccines [10]. There is no available data on the status on these discussions with the EMA, although it does have Article 58, which supports its offering an opinion on a product to be used primarily in endemic areas outside of EMA s primary geographic remit in collaboration with the WHO and relevant non-EU regulatory authorities. Further discussion with both regulatory agencies by a potential sponsor would be required.  Potential regulatory pathway for ivermectin for malaria vector indication If the goal is application for approval for novel use of the licensed product, then regulatory approval for drug repurposing could be sought via the 505(b)(2) pathway [11]. The 505(b)(2) has the advantage of allowing the use of evidence from studies not conducted by the sponsor, alleviating costs and reducing time to approval. An FDA draft guidance specifically for developing treatment and prophylactic products for malaria was drafted in 2007 [12].  In any case, new tools and/or indications need to be proven effective [13] and safe [14]. For an ivermectin-based vector control tool, the best clinical trial design to demonstrate both safety as well as public health impact on malaria transmission is a pivotal cluster randomized trial with sufficient power to assess both key endpoints. It should demonstrate added value on top of standard vector control tools, which should serve as the referent. As the impact and risk/benefit ratio of ivermectin MDA is expected to vary according to the baseline transmission, the selection of the scenario for the first study is key [15]. Note that this design was successfully utilized to definitely demonstrate the impact of other vector control tools, specifically LLINs [16].  For novel applications or new formulations, the FDA expedited approval process could be an option [17]. The FDA Expedited Approval Process aims to  facilitate and expedite development and review of new drugs to address unmet medical need in the treatment of a serious or life threatening condition (using) fast track designation, breakthrough therapy designation, accelerated approval, and priority review designation  [17]. For malaria elimination, both the challenges of residual transmission and insecticide resistance could meet the criterion on unmet medical need, and make ivermectin a good candidate for this approach. Further discussions with regulatory agencies will be needed.  However, the accelerated approval scheme is based on the use of surrogate biological markers of efficacy [18]. In the case of ivermectin, the reduced survival seen in vectors feeding on treated subjects may be an appropriate surrogate marker but is unlikely to lead to regulatory approval, much less policy recommendation and implementation at country level.
1449365;1;The World Health Report has classified interventions with cost-effectiveness ratios of less than the country s per capita GDP as highly cost-effective and those which are 1 3 times the per capita GDP as cost-effective[35]. Most of the interventions we have identified in this study have cost-effectiveness ratios which are well below the Tanzania s estimated GDP per capita of US$ 550[36], hence they can be considered as highly cost-effective. On the other hand, Tanzania has a per capita expenditure on health of about US$ 14 per year[37], which is below the US$ 40 recommended by WHO to finance essential health interventions[38]. This means its ability to implement and scale-up even what can be considered as a highly cost-effective intervention is limited. Our literature review shows that only a few pharmacoeconomic studies have been conducted in Tanzania. Nine out of the twelve studies were on drug therapies and vaccine against infectious diseases which are responsible for more than two-third of the disease burden in sub-Saharan Africa[39]. Nine studies were published within the last ten years, of which six are less than five years old indicating an increasing focus on this research area (Table2). Antimalarial and antiretroviral drugs were the most researched drugs, which mean that to some extent researchers have responded to the importance of the two diseases for the burden of diseases in Tanzania (Table1). Half of the identified studies were on interventions targeting pregnant women and children under the age of five years, reflecting concerns for the high mortality rates for these vulnerable groups in Tanzania.
1449365;2;HIV/AIDS is the number one priority health problem in Tanzania, and affects the most productive age group ranging from 15 59 years, hence impairing the country s economic growth[40]. About 20 per cent of the mortalities for admitted patients above five years of age recorded in Tanzania each year are due to HIV/AIDS and Tuberculosis[41]. Our study found two pharmacoeconomic studies on prevention of mother-to-child transmission (PMTCT) and none on case management of HIV/AIDS. PMTCT programs are in transition in Tanzania, responding to the current recommendations consisting of two prophylactic options provided by the WHO. Option A consists of zidovudine (AZT) which is initiated on week 14 of pregnancy, followed with single dose nevirapine (sd-NVP) plus lamivudine (3TC) at the onset of labour until delivery. AZT and 3TC are then continued for 7 days postpartum. Option B is composed of triple ARV drugs which are also initiated on week 14 of pregnancy until one week after cessation of breastfeeding[42]. The task of choosing which option to implement rests on individual countries and should be based on the feasibility, acceptability, safety and costs[42]. This is a practical example where pharmacoeconomic analysis should be used to guide medicine selection.Tanzania has opted to implement option A[43], however, without being guided by cost-effectiveness comparison evidence for option A and B. An economic evaluation study by Robberstad et al. at Haydom Lutheran Hospital in Northern Tanzania showed that option B was highly cost-effective in the Tanzanian settings with incremental cost-effectiveness ratio of US$ 162 per DALY averted. This regimen was however 40 per cent more expensive than sd-NVP but 5 times more effective[21]. Since option A at the time of the study was not being implemented at the study site, they did not make cost-effectiveness comparisons of option A and B relative to sd-NVP. Drug costs for option B relative to option A which were approximately up to five times in 2009, have been reduced significantly down to two times by the end of 2011[44]. WHO has recently released a new PMTCT update advising countries to adopt the use of option B plus, where a pregnant woman is placed on option B for life regardless of CD4 cell count or clinical staging[45].
1449365;3;Malaria is second after HIV/AIDS on the disease burden in Tanzania. On average about 46 per cent of all in-patient and out-patient cases registered in the healthcare facilities each year are due to malaria[41]. Malaria is the leading cause of morbidity and mortality among children under the age of five years[40, 41]. Malaria during pregnancy is also associated with low birth weight[46], which is recognized as the single greatest risk factor for neonatal and infant mortalities in sub-Saharan countries[47]. A recent study showed that the burden of malaria among adults has been highly underestimated. According to the findings of this study, malaria is also the major cause of deaths among adult populations[48]. Our review found four pharmacoeconomic studies on malaria, two of them being on malaria case management. Tanzania has changed its national malaria treatment policy twice over the past ten years due to drug resistance to formerly effective antimalarials. These policy changes involved replacement of chloroquine (CQ) with sulphadoxine-pyrimethamine (SP), which was subsequently replaced by artemether-lumefantrine (ALu)[49, 50]. Both SP and ALu were at the time the most cost-effective antimalarials compared to alternatives which were available[25, 26]. Our review of treatment guidelines and other relevant policy documents showed inconsistent use of pharmacoeconomic evaluations during malaria treatment policy change. As a result the decision to change to ALu unlike that of changing to SP has been criticized for largely being based on the efficacy rather than cost-effectiveness comparisons[51]. The other two studies were on presumptive treatment of malaria using SP in infants (SP-IPTi) and Deltaprim (a combination of pyrimethamine and dapsone) plus Iron in infants and pregnant women. Studies from African settings have shown that SP-IPTi could reduce episodes of clinical malaria, anaemia and rates of hospitalization in infants by 30, 21 and 38 per cent respectively[32]. As a result SP-IPTi has been adopted by WHO since 2010 as a new malaria intervention strategy targeting infants residing in areas with moderate to high malaria transmissions, but with low resistance to SP[52]. SP-IPTi was demonstrated to be highly cost-effective in Tanzania with incremental cost-effectiveness ratios of US$ 1.57 (0.8-4.0) and US $ 3.7 (1.6-12.2) per malaria episode and DALY averted, respectively[27]. Even though Global Fund and other donors have made financial resources available to support the implementation of this intervention[53], SP-IPTi has not yet been adopted in Tanzania. Studies from the Northern and Southern areas of the country have reported low protective efficacy results from the use of this intervention[54, 55].
1449365;4;Diarrhoea is ranked third on the disease burden in Tanzania and is considered the second main cause of deaths among children under the age of five years worldwide after malaria[56]. Oral rehydration salts (ORS) reduce the duration of diarrhoea episode and replaces the lost water and electrolytes hence preventing the occurrence of dehydration. When Zinc is given as an adjunct therapy for 10 14 days, it has been proved to reduce the duration of acute diarrhoea by 25 per cent and treatment failure or death due to persistent diarrhoea by 42 per cent. It also prevents episodes of subsequent infections for up to three months[57, 58]. In 2004, WHO and UNICEF recommended that countries adopt the use of Zinc and low osmolarity oral rehydration salts (lo-ORS) in their revised guidelines for treatment of diarrhoea[59]. Zinc was included in WHO model list of essential medicines in 2005 based on the evidence of cost, efficacy, safety and cost-effectiveness in the management of diarrhoea[60]. We found one pharmacoeconomic study by Robberstad et al. on Zinc as adjunct therapy which reported it to be cost-effective in Tanzania[23]. Tanzania adopted the new diarrhoea treatment guidelines which incorporated the use of Zinc in July 2007[61] followed by its listing in the national essential medicine list the same year[13]. Our review of documents revealed that a task force committee which was composed of representatives from the government, WHO, UNICEF, and non-governmental organization was formed to advocate for adoption of Zinc[61]. However there is no evidence of whether economic evaluation was among the criteria on which the local decision was based apart from the WHO/UNICEF recommendation.
1449365;5;Injuries/trauma and emergencies is ranked fourth on the disease burden in Tanzania[62]. Victims of injuries/trauma often require blood transfusions to replace the massive amount of blood lost. Other recipients of blood transfusion include pregnant women, patients coming from surgery and those with anaemia. Pregnant women in African settings who need blood transfusions during or after delivery often suffer preventable deaths due to shortages of blood supplies[63]. Even though blood transfusion is considered a lifesaving intervention, it also exposes its recipients to blood-borne viral infections such as HIV/AIDS and Hepatitis B. In Tanzania the average HIV/AIDS prevalence among blood donors has been estimated to be 9 per cent[41]. Shortages of blood supply for transfusions and risks of disease transmissions make alternative options not requiring blood transfusions more attractive. We found two pharmacoeconomic studies on Tranexamic acid (TXA)   an antifibrinolytic drug which reduces post-operative blood loss and transfusion requirements to injury victims[64]. TXA can reduce the risks of death due to bleeding by 21 percent if administered within three hours after injury[34]. For elective surgery, TXA reduces the requirement of blood transfusion by one-third and the volume per transfusion by one unit[33]. The incremental cost-effectiveness of administering TXA to bleeding trauma patients in Tanzania was 48 US$ per LY gained[20], while the incremental cost-effectiveness for surgical bleeding was US $ 93 per life saved[29]. Despite being reported to be very cost-effective in Tanzania, TXA injection is not on the national essential medicine list, but has recently been added to the WHO s model list of essential medicines[65].
1449365;6;TB is ranked sixth on the disease burden in Tanzania in spite of being recognized as having one of the most successful national TB programs in the world, with a treatment success rate of 88 per cent[37]. We found one relatively old economic evaluation study by Murray et al. which compared the cost-effectiveness of short-course versus long-course anti-TB chemotherapies. The study showed that short-course chemotherapy was less costly per death averted and per LY saved when compared to the long, 12-months chemotherapy for both hospital and ambulatory care[31]. The short-course strategy was found to be very cost-effective with incremental cost-effectiveness ratio of 1 4 US$ per life year saved. In areas with an organized healthcare system the short-course regimen increased the cure rate by a quarter when compared to the standard therapy[31]. Short-course chemotherapy was already introduced in Tanzania before the publication of the study conducted by Murray et al. However, our review of documents showed that the decision to adopt the use of short-course chemotherapy was grounded on evidence of better treatment outcomes at less costs shown by the short-course regimen in Tanzania[66].
359097;1;The successful eradication of smallpox holds many lessons for malaria eradication efforts, despite the considerable differences between the programmes. Smallpox succeeded as a collection of individual country programmes each deriving local solutions to local problems, yet with an important role for WHO and other international entities to facilitate and enable these efforts by ensuring the best possible tools were available, maintaining the disease s profile globally, fundraising, and arm-twisting in reluctant countries to ensure coordinated action. The documented experience of smallpox programmes suggests that such coordinating efforts must be nimble and flexible to stay relevant to rapidly changing country situations, and burdensome bureaucracy must be avoided if international agencies such as WHO are to add value rather than increasing the challenge of disease elimination.
359097;2;Smallpox programme leaders stress the importance of empowering countries to solve problems locally. Where a strategy or tool has been proven to work well, efficient mechanisms for sharing those experiences are essential. Yet each country will need to adapt those effective approaches given their diversity of populations, systems, strengths, and weaknesses. Global leadership for malaria eradication must ensure countries are able to access the most effective tools available and understand the best principles for how to use them, but the smallpox experience suggests there is no script to be followed in elimination, no simple set of check-boxes that if ticked will result in success. Countries did benefit from the provision of international technical advice and logistical support, helping build staff capacity. The particular importance of administrative support to national programmes suggests distinct cadres of staff can add substantial value to malaria elimination programmes: advisors from public health backgrounds can help with technical aspects, but logistical experts are needed to help plan and execute efficient operations. The smallpox experience also emphasizes the critical importance of hiring programme leaders and managers who are enthusiastic about spending time with communities and local programmes, and who are creative thinkers who can derive context-appropriate solutions to the challenging problems that will inevitably arise.
359097;3;Smallpox eradication is reported not to have involved a substantial increase in domestic budgets, but rather was achieved by better managing programmes and streamlining how they spent the available funds. A clear lesson is that data-driven approaches that target resources to the places where they are most needed will be more successful for elimination than mass attempts to achieve universal coverage everywhere; such a shift in mindset proved similarly successful in the eradication of rinderpest, with surveillance-targeted vaccination proving much more impactful than total coverage [96]. Minimizing inefficiencies in malaria programmes to ensure available funds have the greatest possible impact should be a high priority, even while the malaria community continues to advocate for increased funding from donors. In addition, the importance of flexible funding even in small amounts was repeatedly stressed. Setting up a central malaria account that can be rapidly and flexibly used for filling gaps and bypassing bottlenecks could be an important step towards enabling malaria eradication. Means of reducing dependence on donor-funded commodities, such as investment in local manufacturing, may also need to be considered.
359097;4;Building a malaria elimination programme that is visible for fundraising and that has its own discrete, measurable milestones will drive programmes to hold themselves accountable and focus on achieving results rather than just distributing commodities. However, nesting those programmes within basic health services is critical to leverage routine case management and reporting, increasing the sustainability and reach of the programme. While government programmes may direct the fight against malaria, the experience of smallpox eradication also suggests affected communities and the private sector will have critical roles in whether success is achieved.
359097;5;An innate limitation of this review is that it depends upon the published literature, which is constrained by the availability of viewpoints of those who have published [66]. Smallpox was a global undertaking with diverse contributions of healthcare workers at all levels of international and national programmes, yet accounts in the literature are primarily written by director-level staff from the United States and Europe. Accordingly, this review is biased substantially towards the viewpoints of those few individuals who dominate the literature.
362307;1;CEA is a method for evaluating the relative efficiency of alternative interventions and thus can provide important information for assessing the potential implications of the numerous malaria vaccine candidates. This study used stochastic simulations of P. falciparum malaria epidemiology, combined with a case management model, to simulate the cost-effectiveness of potential malaria vaccines under various transmission settings and delivered via different modalities. This is an extension of previous research on pre-erythrocytic vaccines delivered via the EPI[12].
362307;2;The simulations presented suggest that the cost-effectiveness of candidate malaria vaccines is likely to differ substantially according to the transmission intensity and to the delivery modality adopted. They also suggest that alternative vaccine delivery modalities to the EPI may sometimes, but not always, be more cost-effective than the EPI. In general, at moderate vaccine prices, most vaccines and delivery modalities simulated are likely to present cost-effectiveness ratios, which compare favourably with those of other malaria interventions [41 43], making them potential attractive malaria control strategies, from an economic perspective, in malaria endemic countries.
362307;3;These simulations have various limitations, as described in the companion article on the epidemiological effects[14]. For the economic analysis, one of the most important limitations is related to the relatively simple case management model used to assess the impact of malaria vaccines on the costs to the health system and to patients. As the case management model used is the same for all scenarios simulated, the relative cost-effectiveness of the vaccines modeled, and, therefore, the comparisons, should only be slightly affected by it. However, further research and modeling of health system characteristics in malaria endemic settings is required. Additionally, the vaccine delivery modalities modeled may not be feasible to implement in all settings as the coverage and the effectiveness of malaria vaccines is likely to depend strongly on the characteristics of the health systems where they will be implemented, including any other malaria intervention being delivered. For instance, the simulations assumed an EPI coverage rate of 89%, which is probably higher than found in some malaria-endemic countries. Lower EPI coverage rates could have an impact on the comparisons between different delivery modalities.
362307;4;Other limitations of this study include that the comparisons of malaria vaccines   or of combinations of them- with different characteristics, are based on the same assumed vaccine price. In practice, the price might vary according to the characteristics of the vaccines, in particular for combinations of vaccines. This might be important for the result that MSTBV combinations were more efficient than vaccines without MSTBV, especially when delivered via EPI with mass campaigns.  While modeling the costs of different vaccine delivery modalities, the fact that vaccine delivery costs might vary as a function of coverage (as it is the case for other interventions[44, 45]) was not taken into account. This aspect was not considered due to the lack of solid evidence on vaccine delivery costs by coverage levels, especially for mass campaigns.  Despite these limitations, the simulations presented provide interesting information for vaccine developers on the potentials of different candidate malaria vaccines. Previous simulation of the cost-effectiveness of PEV[12] suggested that at moderate to low vaccine prices, a vaccine providing partial protection, and delivered via the EPI, may be a cost-effective intervention in countries where malaria is endemic. The simulations presented in this article, also show that these types of vaccines are more effective and cost-effective in low transmission settings, and that the additional costs of delivering a PEV under other modalities than the EPI are likely to be higher than the additional health benefits. The only exception is for the scenario of mass vaccination (added to routine EPI) in low transmission and for high vaccine efficacies and high coverage. In contrast to PEV, BSV are predicted to be more effective and cost-effective at higher transmission settings than low transmission.
362307;5;Combinations of BSV and PEV are predicted to be more efficient than PEV, in particular in moderate to high transmission settings, but compared to BSV, combinations are more cost-effective in mostly moderate to low transmission settings. The cost-effectiveness ratios of the other delivery modalities simulated are higher than those for EPI alone in almost all scenarios, with the exception of adding mass campaigns to EPI in the lowest transmission setting. Combinations of MSTBV and PEV or PEV and BSV do not increase the effectiveness or the cost-effectiveness compared to PEV and BSV alone when delivered through the EPI (including with the addition of booster doses). However, when applied with EPI and mass vaccinations, combinations with MSTBV provide substantial incremental health benefits and low incremental costs in all transmission settings. These combination vaccines are therefore predicted to be interesting only for the settings where mass vaccination achieving relatively high coverage rates would be feasible.
362307;6;According to these simulations, adding booster doses to the EPI is unlikely to be a cost-effective alternative to delivering vaccines via the EPI for any vaccine and transmission setting   i.e. the incremental health benefits are rather low despite the additional costs. Mass vaccination improves effectiveness, especially in low transmission settings, and in some scenario the cost-effectiveness ratios compare favourably with those of delivering the vaccine via the EPI only   the incremental costs are lower than the incremental health benefits. However, increasing the coverage of mass vaccination over 50%, often leads to incremental costs that exceed the incremental health benefits. In some scenarios, the lowest cost-effectiveness ratios are reached at intermediate coverage rates of campaigns. This result is particularly relevant as it is due to the indirect effect of the vaccines, and not to the increasing vaccine delivery costs of achieving high coverage rates. In some of the mass vaccination scenarios the simulations predict that local elimination of the parasite would be, in principle, possible. In some of these cases, at moderate vaccine prices, the simulations also predict that the cost-effectiveness ratios of achieving local elimination might be relatively low despite the fact that often the incremental costs of achieving high vaccine coverage are higher than the incremental benefits. However, the cost-effectiveness analyses of these simulations include only part of the economic implications of malaria elimination.
